query_id,query,expected_omics_type,expected_constraints,pool_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,source_url,annotator_label,annotator_notes
G09,prostate cancer genomics TCGA,genomics,disease=prostate cancer; source=TCGA; omics=genomics,9786de97349d498d,PRJNA416315,ena,metagenomics,Exfoliated single-cell genomics for assessing prostate cancer progression and treatment options,The goal of this project is to identify somatic copy number alterations among single cells isolated from urine and blood samples from prostate cancer patients.,Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA416315,2,
MO07,sepsis transcriptome proteome multi-omics,multi_omics,disease=sepsis; modalities=transcriptome and proteome,ec5964586b6c09c0,GSE248039,geo,transcriptomics,Deciphering the ghost proteome in ovarian cancer cells by deep proteogenomic characterization,"Proteogenomics is becoming a powerful tool in personalized medicine by linking genomics, transcriptomics and mass spectrometry (MS)-based proteomics. Due to increasing evidence of alternative open reading frame-encoded proteins (AltProts), proteogenomics has a high potential to unravel the characteristics, variants and expression levels of the alternative proteome, in addition to already annotated proteins (RefProts). To obtain a broader view of the proteome of ovarian cancer cells compared to o...",Homo sapiens,12,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248039,1,missing disease
EPI03,DNA methylation lupus T cells,epigenomics,disease=lupus; cell=T cell; assay=DNA methylation,573f9258842de76c,E-GEOD-43697,biostudies-arrayexpress,Genomics,"Whole genome bisulfite sequencing of MDCK cells, before and after TGFB-induced epithelial-mesenchymal transition","Whole genome bisulfite sequencing of MDCK cells, before and after TGFB-induced epithelial-mesenchymal transition Sequencing of bisulfite converted DNA from MDCK cells untreated, and after a 30 days treatment with TGF beta",Canis lupus familiaris,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-GEOD-43697,2,
S09,COVID lung single-cell immune atlas,single_cell,disease=COVID-19; tissue=lung; assay=single-cell,ca2cc1f392bbc6bd,ec329aed-22bc-4d6e-8935-8282dcb1acac,cellxgene,single_cell,Early human lung immune cell development and its role in epithelial cell fate,"Studies of human lung development have focused on epithelial and mesenchymal cell types and function, but much less is known about the developing lung immune cells, even though the airways are a major site of mucosal immunity after birth. An unanswered question is whether tissue-resident immune cells play a role in shaping the tissue as it develops in utero. Here, we profiled human embryonic and fetal lung immune cells using scRNA-seq, smFISH, and immunohistochemistry. At the embryonic stage, we observed an early wave of innate immune cells, including innate lymphoid cells, natural killer cells, myeloid cells, and lineage progenitors. By the canalicular stage, we detected naive T lymphocytes expressing high levels of cytotoxicity genes and the presence of mature B lymphocytes, including B-1 cells. Our analysis suggests that fetal lungs provide a niche for full B cell maturation. Given the presence and diversity of immune cells during development, we also investigated their possible effect on epithelial maturation. We found that IL-1β drives epithelial progenitor exit from self-renewal and differentiation to basal cells in vitro. In vivo, IL-1β–producing myeloid cells were found throughout the lung and adjacent to epithelial tips, suggesting that immune cells may direct human lung epithelial development.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/ec329aed-22bc-4d6e-8935-8282dcb1acac,2,
MO08,IBD microbiome metabolome multi-omics,multi_omics,disease=IBD; modalities=microbiome and metabolome,cc057a83e4579194,S-EPMC7273679,biostudies-literature,Unknown,Mechanistic insights into the attenuation of intestinal inflammation and modulation of the gut microbiome by krill oil using in vitro and in vivo models.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC7273679,1,"correct topic, wrong omics"
MG06,marine plankton metagenomics,metagenomics,biome=marine; organism=plankton; omics=metagenomics,94bf9446f80b2218,MGYS00004159,mgnify,metagenomics,Marine plankton Metagenome,"Changes of Bacteria community composition in the water column of Igoumenitsa Gulf, Ionian Sea, Greece, over a year",,1,,,https://www.ebi.ac.uk/metagenomics/studies/MGYS00004159,2,
MG07,antibiotic treated mouse gut metagenomics,metagenomics,condition=antibiotic treatment; organism=mouse; omics=metagenomics,27dff9ae36a09fcd,PRJNA222993,ena,genomics,Expression data from oxaliplatin-treated tumors from mice pre-treated or not with antibiotics cocktail,"The gut microbiota influences both local and systemic inflammation. Inflammation contributes to development, progression and treatment of cancer, but it remains unclear whether commensal bacteria affect inflammation in the sterile tumor microenvironment. Here we show that disruption of the microbiota impairs the response of subcutaneous tumors to CpG-oligonucleotide immunotherapy and platinum chemotherapy. In antibiotic-treated or germ-free mice, tumor-infiltrating myeloid-derived cells responded poorly to therapy, resulting in lower cytokine production and tumor necrosis after CpG-oligonucleotide treatment, and deficient production of reactive oxygen species and cytotoxicity following chemotherapy. Thus, optimal responses to cancer therapy require an intact commensal microbiota that mediates its effects by modulating myeloid-derived cell functions in the tumor microenvironment. These findings underscore the importance of the microbiota in the outcome of disease treatment. Oxaliplatin treatment induces expression of pro-inflammatory genes, which are inhibited by antibiotic pretreatment. Overall design: Our goal was to ascertain the effect of antibiotic on the tumor gene expression profile prior to treatment and early on after the treatment with chemotherapy (oxaliplatin). The time points were selected t",Mus musculus,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA222993,1,"correct topic, wrong omics"
M09,NAFLD liver metabolomics,metabolomics,disease=NAFLD; tissue=liver; omics=metabolomics,a74d269889b2500e,MTBLS9434,metabolights_dataset,Metabolomics,First-in-class MKK4 inhibitors enhance liver regeneration and prevent liver failure,"<p>Diminished hepatocyte regeneration is a key feature of acute and chronic liver diseases and after extended liver resections, resulting in the inability to maintain or restore a sufficient functional liver mass. Therapies to restore hepatocyte regeneration are lacking, making liver transplantation the only curative option for end-stage liver disease. Here, we report on the structure-based development and characterization (nuclear magnetic resonance [NMR] spectroscopy) of first-in-class small molecule inhibitors of the dual-specificity kinase MKK4 (MKK4i). MKK4i increased liver regeneration upon hepatectomy in murine and porcine models, allowed for survival of pigs in a lethal 85% hepatectomy model, and showed antisteatotic and antifibrotic effects in liver disease mouse models. A first-in-human phase I trial (European Union Drug Regulating Authorities Clinical Trials [EudraCT] 2021-000193-28) with the clinical candidate HRX215 was conducted and revealed excellent safety and pharmacokinetics. Clinical trials to probe HRX215 for prevention/treatment of liver failure after extensive oncological liver resections or after transplantation of small grafts are warranted.</p>",,,,,https://www.omicsdi.org/dataset/metabolights_dataset/MTBLS9434,1,missing disease
P02,breast cancer TMT proteomics tumor normal,proteomics,disease=breast cancer; assay=TMT; omics=proteomics,264370d2685eace4,PDC000244,cptac,proteomics,Prospective Breast BI - CompRef Phosphoproteome,Other phosphoproteome using TMT10 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,2,Other,Not Reported,https://pdc.cancer.gov/pdc/study/PDC000244,1,missing assay
G01,rare disease whole genome sequencing,genomics,disease=rare disease; assay=WGS,df465943505945b7,PRJNA1077459,ena,genomics,Trio Whole Exome Sequencing of Rare Disease,"Authors : Ivan William Harsono, Yulia Ariani, Beben Benyamin Disclaimer : Citation and publication of this data directly in any kind of research paper is prohibited without Author's consent is prohibited. Please kindly send your inquiry / request to : yulia.ariani@ui.ac.id Whole exome sequencing data of trio samples isolated from patients with a suspected undiagnosed functional rare disease in Cipto Mangunkusumo Referral Hospital. Undiagnosed functional rare disease means there is no conclusive result about the mutation after conventional genetic testing, thus requiring NGS such as Whole Exome Sequencing. This data has been analyzed using an in-house bioinformatics pipeline for rare disease analysis, and the paper(s) explaining the case reports, data paper, and related bioinformatic paper are currently under consideration for publication.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1077459,1,missing assay
G10,congenital heart disease exome sequencing,genomics,disease=congenital heart disease; assay=WES,95dae475b5aed2be,EGAS00001000808,ega,Genomics,Whole exome sequencing CHD trios,"Whole exome sequencing of families with Congenital Heart Defects (182 trios). Collaboration with David Brook, University of Nottingham.",,,,,https://www.omicsdi.org/dataset/ega/EGAS00001000808,2,
T06,Parkinson disease substantia nigra transcriptomics,transcriptomics,disease=Parkinson disease; tissue=substantia nigra; omics=transcriptomics,1b284791fffa0d16,PRJNA707560,ena,transcriptomics,Transcriptomics analysis of post-mortem substantia nigra samples from Parkinson’s disease patients and controls.,"Purpose: Parkinson’s disease (PD) is one of the most common neurological movement disorders. In the incidence and the clinical features of PD, significant gender differences have been observed. While males have a higher disease prevalence and are more frequently affected by muscle rigidity, females present more often with disabling tremors. The molecular mechanisms behind these disease-associated gender differences are still largely unknown, and a detailed understanding of the factors involved may open new avenues for pharmacological disease modification. Methods: To address this gap, we have conducted a meta-analysis of disease-associated molecular gender differences in brain transcriptomics data from PD case/control studies. We studied gender-dependent expression changes in individual genes and using systems level pathway and network analyses to identify coordinated gender-related molecular alterations. In each analysis, both gender-specific changes (significant alteration in only one gender) and gender-dimorphic changes (changes in both genders, but with opposite direction) were identified. Results: These analyses revealed significant disease-associated sex differences in immune response processes and mitochondrial pathways, and highlight regulatory factors, such as the transcription factor NR4A2, whose activity changes can explain ensuing alterations propagated through gene regulatory cascades. Overall, significant gender disparities were observed in PD-associated transcriptomic changes, resulting in coordinated modulations of molecular processes. Among the regulatory factors involved, NR4A2 has previously been reported to harbor rare mutations in familial PD and its pharmacological activation conferred neuroprotective effects in toxin-induced models of Parkinsonism. NR4A2 may therefore be of interest as a candidate target for further preclinical studies on addressing gender-related pathological features of PD. Overall design: Transcriptomics profiles of post-mo",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA707560,2,
S08,brain organoid single-cell development,single_cell,context=development; tissue=brain organoid; assay=single-cell,948666c7a1bab3fe,E-MTAB-10974,biostudies-arrayexpress,Transcriptomics,Lineage recording in human cerebral organoids (whole organoids),"Induced pluripotent stem cell (iPSC) derived organoid systems provide models to study human organ development. Single-cell transcriptome sequencing enables highly-resolved descriptions of cell state heterogeneity within these systems and computational methods can reconstruct developmental trajectories. However, new approaches are needed to directly measure lineage relationships in these systems. Here we establish an inducible dual channel lineage recorder, iTracer, that couples reporter barcodes, inducible CRISPR/Cas9 scarring, and single-cell transcriptomics to analyze state and lineage relationships in iPSC-derived systems. This data set include the iTracer data of 12 cerebral organoids.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-10974,2,
T05,heart failure left ventricle RNA-seq,transcriptomics,disease=heart failure; tissue=left ventricle; assay=RNA-seq,946f776bb6afc427,E-MTAB-14753,biostudies-arrayexpress,Transcriptomics,Single nuclei sequencing of human HFpEF (Heart Failure with reduced ejection fraction) and Mice TAC (Transaortic constriction) data,"Single-cell transcriptomics has emerged as a powerful technology for understanding cardiovascular diseases, providing valuable insights into transcriptomic changes linked to heart failure, both with and without preserved ejection fraction. However, significant gaps persist in our understanding of the molecular mechanisms underlying these different types of heart failure, and we continue to seek innovative approaches to tackle the challenges posed by the increasing scale and complexity of single-cell datasets in identifying meaningful gene signatures. The integration of machine learning, particularly deep neural networks, has shown immense promise in addressing these challenges by learning transcriptional patterns from single-cell transcriptomic data, reconstructing expression profiles, and effectively classifying cells. Recent advancements in explainable artificial intelligence enhanced the interpretation of these models by attributing importance scores, such as Shapley values. However, methods for identifying differentially regulated gene contribution scores have not yet been integrated. In this study, we introduce a novel method to identify differentially explained genes (DXGs) based on importance scores derived from custom-built neural networks capable of classifying heart failure subtypes at the single-cell level. We highlight the superiority of DXGs in identifying heart failure-relevant pathways, presenting them in a format comparable to traditional differential expression analyses. Using this method, we identify novel signatures providing new insights into the molecular basis of heart failure and offering a robust foundation for future research and therapeutic exploration.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-14753,1,missing tissue
P09,cardiomyopathy heart proteomics,proteomics,disease=cardiomyopathy; tissue=heart; omics=proteomics,a0c2ad5768402a30,GSE331527,geo,transcriptomics,Engineered heart tissues facilitate functional characterization of noncoding variants implicated in Hypertrophic and Dilated Cardiomyopathy [Bulk RNA-Seq],"Inherited cardiomyopathies frequently arise from rare, highly penetrant coding variants with variable clinical expressivity. Recent biobank-scale genome-wide association studies (GWAS) suggest significant polygenic contributions to cardiovascular diseases, including cardiomyopathy. Most GWAS loci map to noncoding regions, which are poorly conserved across species, requiring a human genome context for experimental validation. We created engineered heart tissues (EHTs) from human induced pluripote...",Homo sapiens,15,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE331527,1,"correct topic, wrong omics"
T12,tuberculosis macrophage RNA-seq,transcriptomics,disease=tuberculosis; cell=macrophage; assay=RNA-seq,1a32ac8075794d9c,PRJEB18483,project,Genomics,Dual RNA-seq of M. tuberculosis H37Rv infecting macrophage-like THP-1 cells during 48h,Dual RNA-seq of M. tuberculosis H37Rv infecting macrophage-like THP-1 cells during 48h,,,,,https://www.omicsdi.org/dataset/project/PRJEB18483,2,
G04,breast cancer whole genome sequencing,genomics,disease=breast cancer; assay=WGS,92cdf2129ad83d97,PRJEB22870,ena,genomics,Whole genome sequencing of breast cancer diagnosed during pregnancy,"Breast cancer diagnosed during pregnancy (BCP) is a rare disease associated with poor prognosis. In order to investigate the impact of pregnancy on theTo investigate the biology of and etiology of this conditionbreast cancer, we conducted an integrative comparative analysis between interrogating an invaluable cohort of BCP by and non-pregnant control patients combining gene expression, copy number alterations , and whole genome sequencing data. Here we showed that BCP exhibit unique molecular characteristics that have not been previously described including . BCP harbored a higher frequency of mutations in mucin gene family as well as an enrichment of mismatch repair deficiency mutational signature. These results suggesting the importance implication of these processes features in promoting tumor growth progression during pregnancy that may explain their unfavorable behavior. Moreover, tThis study could potentially lead to the development of novel therapeutic strategies including immunotherapy in this setting. highlights new molecular aspects of BCP and supports the that these tumors could form a distinct biological entity, potentially opening novel therapeutic strategies for these patients.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB22870,2,
S03,kidney fibrosis single-nucleus RNA-seq,single_cell,disease=kidney fibrosis; tissue=kidney; assay=snRNA-seq,01914360b07bbc42,307ce143-7cc8-4813-99b1-3797834149c9,cellxgene,single_cell,snRNA-seq of human kidney with ureteral obstruction,"We profiled gene expression and chromatin accessibility of 46957 nuclei, comparing normal human kidneys to kidneys with ureteral obstruction. Nephrectomy specimens were obtained from sites opposite from the tumour and were snap-frozen before nuclei isolation. Per library nuclei from three to five donors were pooled and demultiplexed based on genetic variants in sequencing reads. The data includes gene expression measurements of high-quality nuclei confidently mapped to an individual donor.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/307ce143-7cc8-4813-99b1-3797834149c9,1,missing disease
T07,colon organoid inflammatory bowel disease RNA-seq,transcriptomics,disease=IBD; tissue=colon organoid; assay=RNA-seq,1a3e13602830fc9f,E-MTAB-8901,biostudies-arrayexpress,Transcriptomics,Single-cell sequencing of developing human gut reveals transcriptional links to childhood Crohn’s disease,"In this study, we performed single-cell transcriptional profiling of human embryonic and fetal gut samples obtained from 9 human embryos spanning ages 6-10 PCW and three regions (duo-jejunum, ileum and colon). Additionally, we profile mucosal biopsies from the terminal ileum of healthy children aged 4-12 years (n = 8) as well as a group of children newly diagnosed with Crohn’s disease (CD) (n = 7), a common form of IBD. Tissue samples were treated using an enzymatic dissociation protocol and single cell suspensions were then processed using the 3’v2 10x Genomics Chromium workflow. In a subset of samples, the intestinal epithelial cell fraction was enriched by performing magnetic bead sorting for EPCAM. In total, we generate single cell transcriptomes of ~90,000 primary human intestinal cells providing a rich resource and detailed roadmap. Using this data as well as scRNAseq profiles of human fetal gut derived organoids we describe embryonic and fetal epithelium composition, trace their differentiation dynamics and signaling partners, and provide links to regenerating Crohn’s disease epithelium.",Homo sapiens,,,,https://www.omicsdi.org/dataset/biostudies-arrayexpress/E-MTAB-8901,1,missing tissue
S07,placenta preeclampsia single-cell transcriptomics,single_cell,disease=preeclampsia; tissue=placenta; assay=single-cell,61875bbf764dd79d,GSE157123,geo,single_cell,Single cell transcriptome landscape of human hematopoietic stem and progenitor cells during postnatal development,"We have constructed a transcriptional atlas of HSPCs during the temporal span of human postnatal development. Our work demonstrated the transcriptional changes in HSPCs from birth to the aging stage, part of which was further validated by in vitro functional assays.",Homo sapiens,8,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE157123,1,missing disease
MG06,marine plankton metagenomics,metagenomics,biome=marine; organism=plankton; omics=metagenomics,13ee9cccf58e89dd,mgp33,mgrast,metagenomics,Marine Bacterioplankton Metagenomes,,,0,,,https://www.mg-rast.org/mgmain.html?mgpage=project&project=mgp33,1,missing organism
T06,Parkinson disease substantia nigra transcriptomics,transcriptomics,disease=Parkinson disease; tissue=substantia nigra; omics=transcriptomics,229a7c37119accf5,GSE322929,geo,single_cell,Parkinson’s Disease-Associated Pink1 Loss Disrupts Ensheathing Glia And Causes Dopaminergic Neuron Synapse Loss,"Parkinson’s disease (PD) is commonly associated with the loss of dopaminergic neurons in the substantia nigra, but many other cell types are affected even before neuron loss occurs. Recent studies have linked oligodendrocytes to early stages of PD, though their precise role is still unclear. PINK1 is mutated in familial PD, and through unbiased single-cell sequencing of the entire brain of Drosophila Pink1 models, we observed significant gene deregulation in ensheathing glia (EG); cells that sha...",Drosophila melanogaster,18,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE322929,1,"correct topic, wrong omics"
G01,rare disease whole genome sequencing,genomics,disease=rare disease; assay=WGS,9dda720dece6373a,PRJNA288060,ena,genomics,Use of Whole Genome Sequencing for Diagnosis and Discovery in the Cancer Genetics Clinic,"Despite the potential of whole-genome sequencing (WGS) to improve patient diagnosis and care, the empirical value of WGS in the cancer genetics clinic is unknown. We performed WGS on members of two cohorts of cancer genetics patients: those with BRCA1/2 mutations (n = 176) and those without (n = 82). Initial analysis of potentially pathogenic variants (PPVs, defined as nonsynonymous variants with allele frequency < 1% in ESP6500) in 163 clinically-relevant genes suggested that WGS will provide useful clinical results. This is despite the fact that a majority of PPVs were novel missense variants likely to be classified as variants of unknown significance (VUS). Furthermore, previously reported pathogenic missense variants did not always associate with their predicted diseases in our patients. This suggests that the clinical use of WGS will require large-scale efforts to consolidate WGS and patient data to improve accuracy of interpretation of rare variants... (for more see dbGaP study page.)",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA288060,2,
G05,acute myeloid leukemia genomics TCGA,genomics,disease=AML; source=TCGA; omics=genomics,8885d578b2e89b95,S-EPMC10153188,biostudies-literature,Unknown,Acute myeloid leukemia stratifies as two clinically relevant sphingolipidomic subtypes.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC10153188,0,wrong omics
MO02,diabetic kidney disease proteogenomics,multi_omics,disease=diabetic kidney disease; omics=proteogenomics,91659b6ec7f5d022,PDC000466,cptac,proteomics,CPTAC non-ccRCC Study - Intact Glycoproteome,Non-Clear Cell Renal Cell Carcinoma;Other glycoproteome using TMT11 from Clinical Proteomic Tumor Analysis Consortium proteomics study,Homo sapiens,44,Non-Clear Cell Renal Cell Carcinoma;Other,Kidney;Not Reported,https://pdc.cancer.gov/pdc/study/PDC000466,0,not relevant
EPI08,neuronal differentiation ATAC-seq,epigenomics,process=neuronal differentiation; assay=ATAC-seq,e8e5332e4cda66ee,GSE319464,geo,epigenomics,ATAC-seq of SRR2KO,"Stem cell maintenance and lineage commitment in the nervous system require precise regulation of transcription factors, among which SOX2 plays a central role. Its expression is controlled by multiple enhancers, including the Sox2 regulatory region 2 (Srr2), located downstream of the Sox2 locus. To dissect the role of Srr2 during neural development, we generated a CRISPR-Cas9 mouse model harboring a targeted deletion of this enhancer. We find reduced SOX2 in SEZ/SGZ niches and diminished ASCL1/OL...",Mus musculus,6,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE319464,1,partial constraint match
T03,renal carcinoma tumor normal RNA-seq,transcriptomics,disease=renal carcinoma; tissue=kidney tumor; assay=RNA-seq,43e73b918857f0c9,GSE304466,geo,single_cell,Single-cell transcriptome combined with spatial transcriptome to investigate the molecular mechanism associated with autophagy of clear renal cell carcinoma,"Background: There are no obvious diagnostic markers in the early stages of ccRCC and current targeted therapeutic regimens are susceptible to drug resistance. Our goal is to explore the molecular mechanisms associated with autophagy during the development of ccRCC and to identify molecular markers of prognostic value using scRNA-seq data in combination with stRNA-seq data. Methods: We performed single-cell sequencing of 6 ccRCC samples (3 tumours and 3 controls), stRNA-seq data from 12 samples (...",Homo sapiens,6,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE304466,1,missing tissue
T01,asthma airway epithelial RNA-seq,transcriptomics,disease=asthma; tissue=airway epithelium; assay=RNA-seq,0cb0095b9719b747,EGAS00001007450,ega,Genomics,RSV infection of primary bronchial epithelial cells in asthma,Primary bronchial epithelial cells derived from healthy donors and asthma patients were differentiated in Air-Liquid-Interface condition and infected with the respiratory syncytial virus. Single-cell RNA sequencing analysis of these cultures was used to study the transcriptomic response of the cells to RSV.,,,,,https://www.omicsdi.org/dataset/ega/EGAS00001007450,2,
T02,psoriasis skin lesion transcriptome,transcriptomics,disease=psoriasis; tissue=skin lesion; omics=transcriptomics,ae4ea0cd13ac6e63,PRJNA353012,ena,transcriptomics,The mRNA expression analysis of psoriasis skin lesion mesenchymal stem cell,"RNA sequencing for 6 samples from psoriasis skin lesion mesenchymal stem cell, to examine the differentilly expressed mRNAs between two differernt conditions. Overall design: Examining 2 conditions, each with 3 replicates",Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA353012,2,
MG04,soil drought microbiome metagenomics,metagenomics,condition=drought; biome=soil; omics=metagenomics,b50e1d45dde5dfee,PRJNA1150608,ena,metagenomics,"Evaluating Bouteloua gracilis cultivars performance after drought, the role of the soil microbiome","After the Dust Bowl in the 1930s, it was common to reseed native grasses in areas impacted by the drought to help restore ecosystem structure and function. Given the forecasts of severe drought events, reseeding may need to be employed more frequently to enhance post-drought recovery. It is imperative to understand the adaptability of cultivars to the environmental conditions in which they are planted, including how they interact with the soil microbiome. Here, we used a common garden experiment with two cultivars of Bouteloua gracilis that were planted with soil microbial inocula extracted from either previously droughted or non-droughted soils. Our goal was to ex-amine whether the post-drought legacy of altered soil microbial communities affected the growth and performance of B. gracilis cultivars. We found no significant differences in relative growth rate or plant biomass, and minimal differences in the microbial community composition between the two cultivars. These results suggest that the post-drought legacy of altered soil microbial communities did not differentially affect growth and performance of the two B. gracilis cultivars evaluated, and that the growth of these cultivars did not differ in their effects on the soil bacterial communities found under ambient vs. previously droughted conditions.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1150608,2,
G06,SARS-CoV-2 sequencing wastewater,genomics,organism=SARS-CoV-2; material=wastewater; assay=sequencing,bf1f74d4327287be,PRJNA788395,ena,metagenomics,Wastewater Sequencing of SARS-CoV2 in Quebec,Genomic sequencing of wastewater samples for the surveillance and detection of SARS-CoV2.,,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA788395,2,
T09,GTEx pancreas expression QTL,transcriptomics,context=reference expression; tissue=pancreas; analysis=eQTL,eebe97aa7721c7f0,mgp7,mgrast,metagenomics,Ocean Viruses,,,0,,,https://www.mg-rast.org/mgmain.html?mgpage=project&project=mgp7,0,wrong omics
EPI06,stem cell H3K4me3 ChIP-seq,epigenomics,cell=stem cell; mark=H3K4me3; assay=ChIP-seq,3cd7b65014c21f8c,GSE314247,geo,epigenomics,"Comparative analyses of ChIP-seq, CUT&RUN and CUT&Tag for Polycomb chromatin profiling","Chromatin profiling methods such as ChIP-seq, CUT&RUN, and CUT&Tag differ substantially in background structure, signal distribution, and resolution, complicating direct quantitative comparison across platforms. In this study, we systematically compared conventional and double-crosslink ChIP-seq, CUT&RUN, and CUT&Tag by profiling the Polycomb-associated histone modification H3K27me3 in human cardiomyocytes and the PRC2 catalytic subunit EZH2 in pluripotent stem cells. To enable cross-assay compa...",Homo sapiens,5,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314247,2,
MO09,pediatric brain tumor multi-omics,multi_omics,disease=pediatric brain tumor; omics=multi-omics,b87fc0e3e785e998,S-EPMC10723526,biostudies-literature,Unknown,A multi-institutional pediatric dataset of clinical radiology MRIs by the Children's Brain Tumor Network.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC10723526,1,"correct topic, wrong omics"
EPI04,placenta preeclampsia methylation array,epigenomics,disease=preeclampsia; tissue=placenta; assay=methylation array,af641181ca7ae95d,GSE259304,geo,epigenomics,Epigenetic changes play a role in regulating the epithelial-mesenchymal transition in human trophoblast differentiation [Methylation array],"The phenotype of term, human placental extravillous trophoblast (EVT) reflects both the first trimester differentiation from villous cytotrophoblast (CTB) and later gestational changes, including the loss of proliferative and invasive capacity. Invasion abnormalities, as observed in preeclampsia and placenta accreta spectrum, are not usually diagnosed until the second or even third trimester of pregnancy. Characterization of the normal processes at term, including arrest of invasion is therefore...",Homo sapiens,12,,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE259304,2,
S06,lung fibrosis single-cell fibroblast,single_cell,disease=lung fibrosis; cell=fibroblast; assay=single-cell,8ba9a508580e0df0,e276e3e2-197a-4524-abd1-a753a48dc33a,cellxgene,single_cell,Human Lung Allografts Experience Persistent Fibrogenic Shift Following Acute Cellular Rejection,"Rationale Acute cellular rejection (ACR) remains a significant challenge in lung transplantation, with incomplete understanding of its molecular mechanisms and pathways linking ACR to chronic lung allograft dysfunction (CLAD). Objectives To characterize the cellular and molecular mechanisms underlying ACR in lung allografts using single cell genomics and identify potential therapeutic targets for CLAD. Methods Single cell RNA-sequencing of freshly collected lung tissue was performed across 8 pediatric and adult patients with ACR, Resolved ACR, and surveillance biopsies without ACR. Validation included gene microarray analysis, immunofluorescence, and single cell ATAC-seq. Measurements and Main Results Gene set enrichment analysis revealed persistent TGF-β signaling and PI3K/AKT/mTOR pathway activation in both ACR and Resolved samples, validated by immunofluorescence showing sustained elevation of mTOR activation marker phosphorylated-S6 ribosomal protein and COL3A1. Fibrogenic cells exhibited myofibroblast gene signatures via mesenchymal state transitions rather than epithelial- or endothelial-to-mesenchymal transition. Cell communication analysis showed increased Type II Interferon signaling, with Jak/Stat pathway activation in endothelial and basal cells, and reduced VE-Cadherin staining in ACR. Compositional analysis revealed increased cytotoxic, memory T cells and dendritic cells, with persistent reduction of natural killer cells in ACR and Resolved. Donor/recipient analysis revealed predominantly recipient-derived immune cells in ACR. Conclusions Persistent TGF-β and mTOR pathway activation following histologic ACR resolution provides molecular insight into ACR-CLAD linkage and suggests mTOR inhibition and TGF-β blockade as potential therapeutic mechanisms to prevent CLAD.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/e276e3e2-197a-4524-abd1-a753a48dc33a,1,missing disease
