query_id,query,expected_omics_type,rank,dataset_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,relevance_score,quality_score,source_url,annotator_label,annotator_notes
E23,ENA SARS-CoV-2 sequencing datasets,genomics,10,ena:PRJEB47105,PRJEB47105,ena,metagenomics,Whole genome sequencing of SARS-CoV-2 in Estonia,"KoroGeno-EST-3 consortium’s aim is to sequence SARS-CoV-2 from SARS-CoV-2 positive persons in Estonia during May to September 2021. The goal of this consortium is to generate genetical information (sequences) of SARS-CoV-2 which in combination with epidemiological and clinical data has the potential to inform interventions and policy decisions during the current COVID-19 epidemic in Estonia. The sequencing capacity will enable to monitor SARS-CoV-2 genetics in Estonia: (i) to determine variants of concern and variants of interest, their prevalence and the evolution of the virus (ii) to determine the transmission networks and (iii) to evaluate relationships between SARS-CoV-2 genetics and patients’ clinical outcomes. In the future, this data could be linked with individuals’ clinical data, COVID-19 outcomes, human genomics and metagenomics data, giving an opportunity to generate detailed insight into the COVID-19 disease.",,0,,,0.96,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJEB47105,2,
E24,gut microbiome IBD metagenomics,metagenomics,1,ena:PRJEB114255,PRJEB114255,ena,genomics,IBD Parisian Gut Microbiome Cohorte,"The human gut microbiome plays a central role in the onset and progression of inflammatory bowel disease (IBD), including Crohn’s disease (CD) and ulcerative colitis (UC). However, both conditions are highly heterogeneous across clinical presentation, host biology, and microbial composition, complicating efforts to define consistent microbiome–disease associations. Here, leveraging a cross-sectional cohort of 845 shotgun metagenomic samples with extensive clinical metadata, we perform a fine-grained dissection of microbiome–phenotype relationships in IBD. We found shared and disease- or activity-specific microbial signatures, including a new non-monotonic triphasic signal for some key bacterial taxa. Conventional therapy was associated with worsened IBD dysbiosis, while biologics correlated with partial recovery of disease-depleted commensals. In addition, we built a machine learning model that predicts disease relapse at 1 year. Finally, we assessed IBD-associated strain-level variati",,0,,,1.0,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJEB114255,2,
E24,gut microbiome IBD metagenomics,metagenomics,2,ena:PRJNA1228986,PRJNA1228986,ena,genomics,LBC AA Metagenomics and gut microbiome Metagenome,LBC AA Metagenomics and gut microbiome Metagenome,chicken gut metagenome,0,,,1.0,0.304,https://www.ebi.ac.uk/ena/browser/view/PRJNA1228986,1,"gut microbiome metagenomics chicken + human, not IBD-specific"
E24,gut microbiome IBD metagenomics,metagenomics,3,ena:PRJEB45397,PRJEB45397,ena,genomics,Microbiome of Paediatric IBD Patients,"Abnormal immune response to the resident gut microbiome can drive or exacerbate inflammatory bowel disease (IBD). Until recently, microbiome studies in IBD have predominantly been restricted to high-throughput, culture independent sequencing, typically of faecal samples, limiting the elucidation of host-microbiome interactions at the site of disease. Here we define key IBD associated, functional bacterial clades from within the patient microbiome by combining shotgun metagenomic sequencing, bacterial culturing and host transcriptomic analysis with detailed experimental validation. To achieve this, we established a paediatric IBD (PIBD) specific bacterial culture collection, comprising 6,416 isolates (207 distinct species, 54 novel), cultured from 286 mucosal biopsies (58 PIBD and 42 control patients). This resource, coupled with novel, high-resolution, culture-based shotgun metagenomic sequencing (231 samples) and matched host transcriptomics (231 samples) across three biopsy sites (te",,0,,,1.0,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJEB45397,2,
E24,gut microbiome IBD metagenomics,metagenomics,4,ena:PRJEB81106,PRJEB81106,ena,genomics,"Simultaneous metagenome-informed metaproteomics of the human gut microbiome, host and dietary exposome uncover functional interactomes in health & IBD","Host-microbiome-dietary interactions play crucial roles in regulating human health, yet direct functional assessment of their interplays, cross-regulations and downstream disease impacts remains challenging. We adopted metagenome-informed metaproteomics (MIM), in both mice and humans, to simultaneously explore host, dietary, and species-level microbiome interactions across diverse scenarios, including commensal and pathogen colonization, nutritional modifications, and antibiotic-induced perturbations. Implementation of MIM in murine auto-inflammation and in human IBD characterized a ‘compositional dysbiosis’ and a concomitant, species-specific ‘functional dysbiosis’ driven by suppressed commensal responses to inflammatory host signals. Microbiome transfers unraveled early-onset kinetics of these host-commensal cross-responsive patterns, while predictive analyses identified candidate fecal host-microbiome IBD biomarker protein pairs outperforming S100A8/S100A9 (calprotectin). Importantl",,0,,,1.0,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJEB81106,1,"gut metagenomics + metaproteomics host-microbiome, relevant but not IBD-specific"
E24,gut microbiome IBD metagenomics,metagenomics,5,ena:PRJEB35214,PRJEB35214,ena,metagenomics,Metagenomics of gut microbiome from diarrheal samples,Stool samples from diarrheal patients were used to study the structural and functional diversity of the gut microflora.,,0,,,1.0,0.312,https://www.ebi.ac.uk/ena/browser/view/PRJEB35214,1,"gut metagenomics diarrheal samples, gut microbiome but not IBD"
E24,gut microbiome IBD metagenomics,metagenomics,6,ena:PRJNA1125469,PRJNA1125469,ena,genomics,Longitudinal Gut Metagenomics profiling of ME/CFS,"Here, we performed deep longitudinal multi-omics clinical phenotyping of ME/CFS, which included shotgun metagenomics of gut microbiota. Overall, ME/CFS was characterized by reduced gut microbiome diversity and richness, with high heterogeneity, and depletion of microbial BCAA and short-chain fatty acid biosynthesis capacity, alongside increased tryptophan and benzoate metabolism. These microbiome changes drive host-microbiome interactions differently, particularly with mucosal and inflammational immune responses, and plasma lipids. For more details, please check our publication at [TBD].",,0,,,0.992,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJNA1125469,1,"gut shotgun metagenomics ME/CFS, correct assay and microbiome but not IBD"
E24,gut microbiome IBD metagenomics,metagenomics,7,ena:PRJNA1287050,PRJNA1287050,ena,genomics,Role of the gut microbiome in inflammatory bowel disease (IBD) pathogenesis,"The aim of the project is to identify promising microbiome markers of IBD for screening, prognosis and early diagnosis of IBD.",,0,,,0.991,0.312,https://www.ebi.ac.uk/ena/browser/view/PRJNA1287050,2,
E24,gut microbiome IBD metagenomics,metagenomics,8,ena:PRJNA1112781,PRJNA1112781,ena,metagenomics,Gut Microbiome and Colorectal Cancer: Discovery of Bacterial Changes with Metagenomics Application in Turkish Population,Gut microbiota plays a critical role in the regulation of intestinal homeostasis. Increasing evidence shows that the gut microbiome plays a role in CRC development and may be a biomarker for early diagnosis.,,0,,,0.987,0.333,https://www.ebi.ac.uk/ena/browser/view/PRJNA1112781,1,"gut microbiome metagenomics colorectal cancer, gut microbiome but not IBD"
E24,gut microbiome IBD metagenomics,metagenomics,9,ena:PRJNA1125836,PRJNA1125836,ena,genomics,"Gut microbiome obesity index, a new analytical part of the metagenomics workflow to evaluate gut dysbiosis in obese humans","Having access to stool samples from obese people with a wide range of obesity, we analyzed metagenomics data using a standard analytical pipeline previously used in our research, and the results obtained allowed us to create a new method of analysis, named the gut microbiome obesity index, using a set of taxa whose relative abundances correlated with the degree of obesity",human gut metagenome,0,,,0.984,0.364,https://www.ebi.ac.uk/ena/browser/view/PRJNA1125836,1,"gut metagenomics obesity, correct assay but not IBD"
E24,gut microbiome IBD metagenomics,metagenomics,10,ena:PRJNA394849,PRJNA394849,ena,metagenomics,NGS approaches to metagenomics of gut microbiome,We compare the performance of 16S rRNA amplicon sequencing and shotgun metagenomics to perform taxonomic analysis of gut microbiome,human gut metagenome,0,,,0.975,0.344,https://www.ebi.ac.uk/ena/browser/view/PRJNA394849,1,"gut microbiome shotgun metagenomics comparison study, no IBD focus"
E25,soil microbiome shotgun metagenomics,metagenomics,1,ena:PRJNA1128034,PRJNA1128034,ena,genomics,Shotgun metagenomics reveal a potential loss of functions in rhizosphere microbiome after wheat dwarfing,"Genomic DNA was extracted from five replicate rhizosphere soil samples of two tall (Chidham White Chaff and Red Lammas) and two semi-dwarf (Mallacca and Gallant) wheat cultivars, and three replicate bulk soil samples, to investigate prokaryote community taxonomy and function by shotgun metagenomics.",soil metagenome,0,,,1.0,0.364,https://www.ebi.ac.uk/ena/browser/view/PRJNA1128034,2,
E25,soil microbiome shotgun metagenomics,metagenomics,2,ena:PRJEB58067,PRJEB58067,ena,genomics,Metagenomics approach for taxonomic classification and identification of biosynthetic gene-clusters from soil microbiome.,This study focuses on taxonomic classification and functional analysis of Natural Agricultural farmland soil microbiome.,,0,,,1.0,0.312,https://www.ebi.ac.uk/ena/browser/view/PRJEB58067,1,"soil microbiome metagenomics, correct context but amplicon not explicit shotgun"
E25,soil microbiome shotgun metagenomics,metagenomics,3,ena:PRJNA279807,PRJNA279807,ena,genomics,Reconstructing Rare Soil Microbial Genomes using in situ Enrichments and Metagenomics,"Despite extensive direct sequencing efforts and advanced analytical tools, reconstructing microbial genomes from soil using metagenomics have been challenging due to the tremendous diversity and relatively uniform distribution of genomes found in this system. Here we used enrichment techniques in an attempt to decrease the complexity of a soil microbiome prior to sequencing by submitting it to a range of physical and chemical stresses in 23 separate microcosms for four months. The metagenomic analysis of these microcosms at the end of the treatment yielded 540Mb of assembly using standard de novo assembly techniques (a total of 559,555 genes and 29,176 functions), from which we could recover novel bacterial genomes, plasmids and phages. The recovered genomes belonged to Leifsonia (n=2), Rhodanobacter (n=5), Acidobacteria (n=2), Sporolactobacillus (n=2, novel nitrogen fixing taxon), Ktedonobacter (n=1, second representative of the family Ktedonobacteraceae), Streptomyces (n=3, novel pol",soil metagenome,0,,,1.0,0.384,https://www.ebi.ac.uk/ena/browser/view/PRJNA279807,2,
E25,soil microbiome shotgun metagenomics,metagenomics,4,ena:PRJNA1165455,PRJNA1165455,ena,genomics,Exploring the Microbiome of soil samples from Bangladesh,"We applied whole shotgun metagenomics analysis to different types of soil in Bangladesh, specifically, agricultural and hospital soil that bridges a gap in our understanding, shedding light on the taxonomic diversity, antimicrobial resistance profile and functional potential of soil microbiome in Bangladesh.",,0,,,1.0,0.333,https://www.ebi.ac.uk/ena/browser/view/PRJNA1165455,2,
E25,soil microbiome shotgun metagenomics,metagenomics,5,ena:PRJNA1400213,PRJNA1400213,ena,genomics,Soil metagenomics across Australian field and plant-associated soil experiments (ONT long reads),"Oxford Nanopore long-read shotgun soil metagenomics from three Australian experiments to study how soil type, time, management, and plant productivity shape microbial communities. Includes (i) agricultural soil cores from Boorowa (NSW) sampled in 2019 and 2023 with soil chemistry, (ii) a plant culture trial profiling rhizosphere microbiomes across a shoot biomass gradient in multiple crop hosts, and (iii) an ACT forest vs river soil comparison under different fertilizer treatments. Raw reads were basecalled and filtered (>=300 bp, mean Q>=15) and linked sample metadata are provided to support long-read assembly and genome-resolved analyses.",,0,,,1.0,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJNA1400213,2,
E25,soil microbiome shotgun metagenomics,metagenomics,6,ena:PRJNA1437504,PRJNA1437504,ena,genomics,Shotgun metagenomics sequences of maize rhizosphere from an integrated crop-livestock system,"Microbial communities associated with livestock manure inputs and rhizosphere habitats can influence nutrient cycling and the dissemination of antimicrobial resistance. To enable comparative analyses of manure- and rhizosphere-associated microbiomes, we generated and curated a 12-sample shotgun metagenomics dataset of maize rhizosphere soil (RS) collected from an integrated crop-livestock system.",,0,,,1.0,0.333,https://www.ebi.ac.uk/ena/browser/view/PRJNA1437504,2,
E25,soil microbiome shotgun metagenomics,metagenomics,7,ena:PRJNA1249491,PRJNA1249491,ena,genomics,Soil Metagenome,"Shotgun metagenomics was employed to analyze 60 soil samples from the Greater Houston area, aiming to characterize the diversity, composition, and functional roles of these soil microbiomes.",soil metagenome,0,,,1.0,0.344,https://www.ebi.ac.uk/ena/browser/view/PRJNA1249491,2,
E25,soil microbiome shotgun metagenomics,metagenomics,8,ena:PRJNA1402512,PRJNA1402512,ena,genomics,Shotgun metagenomic sequencing of wheat rhizosphere soils under microbial supplementation and pathogen challenge,This project includes shotgun metagenomic sequencing data of wheat rhizosphere soil samples collected from four experimental treatments with or without synthetic microbiome supplementation and pathogen inoculation.,,0,,,1.0,0.333,https://www.ebi.ac.uk/ena/browser/view/PRJNA1402512,2,
E25,soil microbiome shotgun metagenomics,metagenomics,9,ena:PRJNA1437534,PRJNA1437534,ena,genomics,Shotgun metagenomics sequences of maize rhizosphere from an integrated crop-livestock system,"Microbial communities linked to livestock manure inputs and rhizosphere habitats can influence nutrient cycling and antimicrobial resistance dissemination. To enable comparative analyses of manure- and rhizosphere-associated microbiomes, we generated and curated a 3-sample shotgun metagenomics dataset of control rhizosphere (CR) samples collected from a plot neighbouring an integrated crop-livestock system.",,0,,,1.0,0.333,https://www.ebi.ac.uk/ena/browser/view/PRJNA1437534,2,
E25,soil microbiome shotgun metagenomics,metagenomics,10,ena:PRJNA1181874,PRJNA1181874,ena,genomics,"Soil Metagenomics in Makkah, Saudi Arabia",The metagenomic whole-genome shotgun sequencing (mWGS) approach was employed to characterize the metagenome of the rhizosphere microbiome associated with Maerua crassifolia and its surrounding soil.,Maerua crassifolia,0,,,1.0,0.344,https://www.ebi.ac.uk/ena/browser/view/PRJNA1181874,2,
E26,marine microbiome metagenomics,metagenomics,1,mgnify:MGYS00000355,MGYS00000355,mgnify,metagenomics,Southern Ocean Marine Metagenome,Microbial communities from a marine environment. Sequences deposited into the Sequence Read Archive can be found using the Project data link.,,135,,,1.0,0.54,https://www.ebi.ac.uk/metagenomics/studies/MGYS00000355,2,
E26,marine microbiome metagenomics,metagenomics,2,ena:PRJNA1197141,PRJNA1197141,ena,genomics,Metagenome mining of marine macroalgal epiphytic microbiome,Metagenome mining of marine macroalgal epiphytic microbiome,,0,,,1.0,0.292,https://www.ebi.ac.uk/ena/browser/view/PRJNA1197141,2,
E26,marine microbiome metagenomics,metagenomics,3,ena:PRJEB48301,PRJEB48301,ena,genomics,Marine aquaculture microbiomes,"whole metagenomic sequencing for marine aquaculture microbiomes collected from Jindo, Tongyeong, and Wando, Korea",,0,,,1.0,0.312,https://www.ebi.ac.uk/ena/browser/view/PRJEB48301,2,
E26,marine microbiome metagenomics,metagenomics,4,ena:PRJEB25358,PRJEB25358,ena,genomics,Marine sediment microbiome,whole metagenomic sequencing for marine sediment microbiome,,0,,,1.0,0.292,https://www.ebi.ac.uk/ena/browser/view/PRJEB25358,2,
E26,marine microbiome metagenomics,metagenomics,5,ena:PRJNA1267012,PRJNA1267012,ena,genomics,Microbiomes from beach-cast seaweeds of Dona Paula: Shotgun metagenomics,"Shotgun metagenomics approach was utilized to study the microbiomes associated with beach-cast seaweeds of Dona Paula region, Goa, India. Functional profiling of these microbiomes revealed their importance in maintaining ecosystem health and wide biotechnological potential.",,0,,,0.999,0.333,https://www.ebi.ac.uk/ena/browser/view/PRJNA1267012,2,
E26,marine microbiome metagenomics,metagenomics,6,mgnify:MGYS00004664,MGYS00004664,mgnify,metagenomics,marine metagenome Raw sequence reads,"Raw bacterial 16S rRNA sequences from 3 North Atlantic water masses, amended and unamended with high molecular weight organic matter (cruise EN584).",,110,,,0.998,0.54,https://www.ebi.ac.uk/metagenomics/studies/MGYS00004664,1,"16S rRNA sequences North Atlantic, marine microbiome but amplicon not shotgun metagenomics"
E26,marine microbiome metagenomics,metagenomics,7,ena:PRJEB13222,PRJEB13222,ena,genomics,"Comparative metagenomics of microbial communities in temperate octocorals, marine sediments and seawater","The sustainability of coral reefs bears fundamental implications to the functioning of coastal ecosystems and the biogeochemistry of our planet. The coral-associated microbiota plays a pivotal role as a fitness-enhancing factor in the survivability and persistence of the coral holobiont in marine biomes. Nevertheless, we currently lack knowledge of the taxonomy and functional traits of the highly complex microbiome that populates most coral species. Conspicuously, symbionts inhabiting octocorals which usually thrive and dominate in temperate waters have been scarcely examined. In this study, we employ a comparative metagenomics approach to uncover the distinct phylogenetic and functional features of the microbiome of temperate octocorals. To this end, high-throughput, Illumina metagenome sequencing of seawater, sediments and of the symbiotic consortium from the octocorals Eunicella verrucosa, Eunicella gazella and Leptogorgia sarmentosa was performed.",,0,,,0.985,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJEB13222,2,
E26,marine microbiome metagenomics,metagenomics,8,ena:PRJNA336914,PRJNA336914,ena,genomics,Surface marine microbial communities from the Hawaiian Ocean Time-Series (HOT) - PCc_HOT186_75m Cell-Fraction Metagenomics metagenome,Surface marine microbial communities from the Hawaiian Ocean Time-Series (HOT) - PCc_HOT186_75m Cell-Fraction Metagenomics metagenome,marine metagenome,0,,,0.981,0.344,https://www.ebi.ac.uk/ena/browser/view/PRJNA336914,2,
E26,marine microbiome metagenomics,metagenomics,9,ena:PRJNA336913,PRJNA336913,ena,genomics,Surface marine microbial communities from the Hawaiian Ocean Time-Series (HOT) - PCc_HOT186_25m Cell-Fraction Metagenomics metagenome,Surface marine microbial communities from the Hawaiian Ocean Time-Series (HOT) - PCc_HOT186_25m Cell-Fraction Metagenomics metagenome,marine metagenome,0,,,0.979,0.344,https://www.ebi.ac.uk/ena/browser/view/PRJNA336913,2,
E26,marine microbiome metagenomics,metagenomics,10,ena:PRJNA336916,PRJNA336916,ena,genomics,Surface marine microbial communities from the Hawaiian Ocean Time-Series (HOT) - PCc_HOT186_500m Cell-Fraction Metagenomics metagenome,Surface marine microbial communities from the Hawaiian Ocean Time-Series (HOT) - PCc_HOT186_500m Cell-Fraction Metagenomics metagenome,marine metagenome,0,,,0.979,0.344,https://www.ebi.ac.uk/ena/browser/view/PRJNA336916,2,
E27,wastewater metatranscriptomics microbiome,metagenomics,1,ena:PRJNA1165796,PRJNA1165796,ena,metagenomics,Wastewater Raw sequence reads,Metagenomic data of microbiomes in municipal wastewater before and after biological treatments,wastewater metagenome,0,,,1.0,0.324,https://www.ebi.ac.uk/ena/browser/view/PRJNA1165796,2,
E27,wastewater metatranscriptomics microbiome,metagenomics,2,ena:PRJEB80470,PRJEB80470,ena,transcriptomics,Return to Learn wastewater metatranscriptomics,wastewater metaT,,0,,,1.0,0.273,https://www.ebi.ac.uk/ena/browser/view/PRJEB80470,2,
E27,wastewater metatranscriptomics microbiome,metagenomics,3,ena:PRJNA1054104,PRJNA1054104,ena,transcriptomics,Wastewater metatranscriptomics,"The study aims to identify antimicrobial resistance genes, mobile genetic elements, and the bacterial community present in wastewater samples collected at different sites.",,0,,,1.0,0.312,https://www.ebi.ac.uk/ena/browser/view/PRJNA1054104,2,
E27,wastewater metatranscriptomics microbiome,metagenomics,4,ena:PRJDB17922,PRJDB17922,ena,genomics,Metatranscriptomics of microaerophilic activated sludge for retaining ammonia from high-strength nitrogenous wastewater,"This project contains NGS data obtained by shotgun sequencing. We recently developed a microaerophilic activated sludge (MAS) system for retaining ammonia while removing organic carbon with minimal N2O emissions. A comprehensive understanding of nitrogen metabolisms in the MAS system is essential to optimize a system performance. Here, we employed metagenomics and metatranscriptomics analyses to characterize the microbial community structures and activities during the transition from a microaerophilic to an aerobic condition.",bioreactor metagenome,0,,,0.987,0.384,https://www.ebi.ac.uk/ena/browser/view/PRJDB17922,1,"metatranscriptomics activated sludge/bioreactor, wastewater treatment but bioreactor not wastewater per se"
E27,wastewater metatranscriptomics microbiome,metagenomics,5,ena:PRJEB67571,PRJEB67571,ena,genomics,"Aalborg West wastewater treatment plant metagenome sequencing, assembly and metatranscriptomics","This project encompasses data from the Glomicave project, recovery of high-quality metagenome-assembled genomes from specific wastewater treatment plant for multi-omics data analysis. The project is funded by the Glomicave project. The associated sample metagenomes are from Aalborg West, Danish wastewater treatment plant. Project includes datasets with 214 high quality metagenome assembled genomes and metatranscriptomics from 179 samples (39 samples from full-scale Aalborg West wastewater treatment plant and 140 samples from batch experiments). All the raw data for metagenomics and metatranscriptomics analysis are summited.",,0,,,0.972,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJEB67571,2,
E27,wastewater metatranscriptomics microbiome,metagenomics,6,ena:PRJDB6477,PRJDB6477,ena,transcriptomics,Metatranscriptome analysis of sludge microbiomes in MBRs treating heavy oil,"Microbiomes of activated sludge bioreactor, which treated heavy-oil containing wastewater, were analyzed by de novo assembly-based metatranscriptome analysis to decipher individual microbial functions and the heavy-oil degradation mechanism in the reactors.",activated sludge metagenome,0,,,0.961,0.364,https://www.ebi.ac.uk/ena/browser/view/PRJDB6477,2,
E27,wastewater metatranscriptomics microbiome,metagenomics,7,ena:PRJNA1243540,PRJNA1243540,ena,genomics,Unveiling Metabolic Insights and Niche Differentiation of Microbial Communities in EBPR-Anammox Reactor through Integration of Long-Read Metagenomics and Metatranscriptomics,"In this manuscript, we report niche differentiation among important groups of organisms including polyphosphate accumulating organisms, anaerobic ammonium oxidizers, aerobic ammonium oxidizers, and the interplay between relevant metabolic pathways. Microbes are a vital part of biological wastewater treatment systems in engineered reactors. Although, engineering data incorporating typical water quality parameters could tell the role and engagement of specific microbial groups in bioreactor performance, this data does not inform about the potential interplay between different groups. We employed nanopore-based long-read and Illumina-based short-read sequencing techniques for metagenomics and metatranscriptomics, respectively on samples collected from an integrated fixed film activated sludge (IFAS) bioreactor run the conventional A2O mode. We recovered 130 metagenome-assembled genomes (MAGs) from the floc community and 123 MAGs from the biofilm community. Among them, 89 MAGs from each co",,0,,,0.961,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJNA1243540,1,"wastewater treatment metagenomics but focus is specific organisms, not general microbiome"
E27,wastewater metatranscriptomics microbiome,metagenomics,8,ena:PRJNA1145323,PRJNA1145323,ena,metagenomics,Characterizacion of the anode microbiome of a microbial fuel cell treating real wastewater,"We used amplicon sequencing, metagenomics, and metatranscriptomics to characterize the impact of three salinity levels (3.5, 7, and 15 g/L NaCl) on the anode microbiome of a MFC treating real wastewater at different time points.",,0,,,0.952,0.333,https://www.ebi.ac.uk/ena/browser/view/PRJNA1145323,1,wastewater microbial fuel cell metagenomics/metatranscriptomics - relevant but very specific application
E27,wastewater metatranscriptomics microbiome,metagenomics,9,ena:PRJNA1099306,PRJNA1099306,ena,epigenomics,Fate and Transport of Antimicrobial Resistance Genes in Algal-bacterial Wastewater Treatment Systems,"The concrete goal of is to invest the algal-bacterial consortia for wastewater treatments and use function-based metagenomic analyses to illustrate the role of algal-bacterial consortia in reduction of antimicrobially resistant microbes and antimicrobial resistance genes (ARGs). Shotgun metagenomics was proposed to be applied to identify antimicrobial resistance ARGs and taxonomic composition throughout the wastewater treatment. In order to link ARGs with specific microbial hosts, we expanded the initially proposed work to conduct Hi-C sequencing. As well as we performing shotgun sequencing of some samples using Nanopore sequencing (Oxford Nanopore Technologies, ONT). These data analyses will allow us to quantify longitudinal changes in target ARGs and associate changes with changes in the taxonomic composition of microbiomes.",,0,,,0.951,0.353,https://www.ebi.ac.uk/ena/browser/view/PRJNA1099306,1,"algal-bacterial wastewater metagenomics epigenomics tag, relevant to wastewater but wrong omics tag"
E27,wastewater metatranscriptomics microbiome,metagenomics,10,ena:PRJEB35214,PRJEB35214,ena,metagenomics,Metagenomics of gut microbiome from diarrheal samples,Stool samples from diarrheal patients were used to study the structural and functional diversity of the gut microflora.,,0,,,0.948,0.312,https://www.ebi.ac.uk/ena/browser/view/PRJEB35214,0,"gut microbiome diarrheal metagenomics, not wastewater"
E28,multi-omics lung cancer,multi_omics,1,geo:GSE159857,GSE159857,geo,transcriptomics,Multi-omics Analysis reveals novel therapeutic vulnerabilities in lung cancer,"Non-small cell lung cancer (NSCLC) comprises the majority (~85%) of all lung tumors, with lung adenocarcinoma (LUAD) and squamous cell carcinoma (LUSC) being the most frequently diagnosed histological subtypes. Currently, multi-modal omics profiles had been carried out in NSCLC, but no studies reported yet a systems biology approach to provide a complete picture of molecular perturbations specifically for LUAD and LUSC.",Homo sapiens,58,,,0.969,0.551,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159857,2,
E28,multi-omics lung cancer,multi_omics,2,geo:GSE307029,GSE307029,geo,epigenomics,Multi-omics reveals heterogeneity in advanced small cell lung cancers,"Small cell lung cancer (SCLC) is an aggressive disease, that is often diagnosed at advanced stage, when surgery is no longer feasible. The introduction of immunotherapy has provided benefit to a small proportion of patients; however overall survival has improved only marginally for most patients. Recent studies have started to unravel the molecular heterogeneity of SCLCs including tumour microenvironment. Here we demonstrated the suitability of EBUS-TBNA aspirates for multi-omics characterizatio...",Homo sapiens,80,,,0.951,0.571,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307029,2,
E28,multi-omics lung cancer,multi_omics,3,geo:GSE283245,GSE283245,geo,transcriptomics,Proteogenomics Study of Lung Cancer,"Lung cancer remains the leading cause of cancer-related mortality worldwide, with limited treatment options for advanced stages. This proteogenomics study aims to integrate multi-omics approaches, including proteomics, genomics, and transcriptomics, to elucidate the molecular mechanisms underlying lung cancer progression and treatment resistance. By leveraging cutting-edge technologies, this study seeks to identify novel biomarkers and therapeutic targets, enabling personalized medicine strategi...",Homo sapiens,199,,,0.92,0.611,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283245,2,
E28,multi-omics lung cancer,multi_omics,4,geo:GSE271689,GSE271689,geo,transcriptomics,Enhancing Immunotherapy Outcomes: Spatial Multi-Omics Predictive Models for Non-Small Cell Lung Cancer,Non–small cell lung cancer (NSCLC) has an increasing number of targeted and systemic therapies allowing subsets of patients to achieve long–term durable benefit. Fundamental to understanding responses to a given therapy is comprehensive molecular characterization of the underlying tumor immune microenvironment (TIME). The TIME may inform models to predict immunotherapy outcomes and features to delineate therapeutic responses and clinical endpoints. We hypothesize that an integrated multi–omics a...,Homo sapiens,586,,,0.917,0.611,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271689,2,
E28,multi-omics lung cancer,multi_omics,5,geo:GSE292098,GSE292098,geo,transcriptomics,Enhancing Immunotherapy Outcomes: Spatial Multi-Omics Predictive Models for Non-Small Cell Lung Cancer [GeoMx DSP],Non–small cell lung cancer (NSCLC) has an increasing number of targeted and systemic therapies allowing subsets of patients to achieve long–term durable benefit. Fundamental to understanding responses to a given therapy is comprehensive molecular characterization of the underlying tumor immune microenvironment (TIME). The TIME may inform models to predict immunotherapy outcomes and features to delineate therapeutic responses and clinical endpoints. We hypothesize that an integrated multi–omics a...,Homo sapiens,315,,,0.909,0.611,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE292098,2,
E28,multi-omics lung cancer,multi_omics,6,geo:GSE165298,GSE165298,geo,transcriptomics,"Integrated multi-omics analysis for non-smoking female lung adenocarcinoma in Xuanwei, China","Xuanwei lung cancer (XWLC) is well-known for its high incidence and mortality, especially among non-smoking female patients. However, the molecular mechanism is still unclear. Here, we performed a comprehensive transcriptomic, proteomic, and phosphoproteomic characterization of tumors and matched normal adjacent tissues from three non-smoking female XWLC patients with lung adenocarcinoma (LUAD). Integrated transcriptome and proteome analysis revealed dysregulated molecules and pathways in tumors...",Homo sapiens,12,,,0.903,0.491,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE165298,2,
E28,multi-omics lung cancer,multi_omics,7,geo:GSE295823,GSE295823,geo,transcriptomics,Integrative multi-omics identifies AP-1 transcription factor as a targetable mediator of acquired osimertinib resistance in non-small cell lung cancer,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,20,,,0.897,0.471,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE295823,2,
E28,multi-omics lung cancer,multi_omics,8,geo:GSE103404,GSE103404,geo,transcriptomics,Distinct cancer-promoting stromal gene expression depending on lung function,"Chronic obstructive pulmonary disease (COPD) is an independent risk factor for lung cancer, but the underlying molecular mechanisms are unknown. We hypothesized that lung stromal cells activate pathological gene expression programs supporting oncogenesis. To identify molecular mechanisms operating in the lung stroma that support development of lung cancer. Study subjects included patients with- or without- lung cancer across a spectrum of lung function. We conducted multi-omics analysis of non-m...",Homo sapiens,64,,,0.894,0.571,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE103404,1,"RNA-seq lung cancer stromal gene expression, transcriptomics but not multi-omics"
