query_id,query,expected_omics_type,expected_constraints,pool_id,accession,source,reported_omics_type,title,description,organism,sample_count,disease,tissue,source_url,annotator_A_label,annotator_B_label,annotator_C_label,majority_label,consensus_status,adjudicated_label,adjudication_notes
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,731f71554c704334,PRJEB101184,ena,genomics,Genome raw sequence of Peronophythora litchii for mitochondrial genome assemble,"Genome raw sequence of Peronophythora litchii strain hk-1, the pathon of litchi, for mitochondrial genome assemble.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB101184,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,774964b0bba2832f,PRJNA1447371,ena,genomics,"Mitochondrial Genome Resource for Peronospora sparsa, the Oomycete Causing Dry Berry Disease in Rubus, from a 19th-Century Herbarium Specimen and a Modern Isolate","We report the first complete mitochondrial genomes of P. sparsa, assembled from a historical herbarium specimen collected in 1899 and from a contemporary isolate obtained in 2021. These mitogenomic resources provide a foundation for improved molecular diagnostics, enable reliable discrimination among species within the Sparsa clade, and facilitate molecular surveillance and epidemiological studies of this economically important plant pathogen.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1447371,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,79d7c71b73c162bc,PRJNA1008659,ena,genomics,Common 9-bp deletion in the human mitochondrial genome,"The recurrent 9-bp deletion in the COII-tRNALys intergenic region of the human mitochondrial genome has been detected in different populations and has been linked to disease. In this work, we detected the deletion in specific haplogroups of diverse present-day and ancient human populations and world regions.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1008659,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,81bf2832a808f49a,PRJDB12397,ena,genomics,The mitochondrial genome of a threatened tideland snail Pirenella pupiformis,"Pirenella pupiformis (Gastropoda: Potamididae) is a tideland species distributed from East Asian countries and is currently included in the Red List of Japan. To extract mitochondrial genome information of Pirenella pupiformis, the whole-genome shotgun sequencing data was obtained by Illumina Miseq sequencing.",pirenella;Pirenella,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJDB12397,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,964a146abc2fe53a,PRJDB1764,ena,genomics,Rubber tree mitochondrial genome,"We used 454 sequencing including 8 kb mate-pair to construct the rubber tree mitochondrial genome and confirmed it with Illumina HiSeq 2500 data. The following Experiments were reassigned to this project. DRX014112, DRX014113, DRX014114, DRX014115, DRX014116, DRX014117 (PRJDB1765)",Hevea brasiliensis,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJDB1764,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,ac2baf02f37ae5d9,PRJEB74357,ena,genomics,Whole mitochondrial sequencing in patients with Parkinson's disease from Brazilian Amazon,"Parkinson’s disease (PD) is the most prevalent neurodegenerative movement disorder, characterized by the progressive death of dopaminergic neurons and depletion of dopamine in the striatum. This is responsible for the motor symptoms, such as bradykinesia, rigidity, postural instability and rest tremor. Although the biological features underlying the degeneration of dopaminergic neurons have not yet been fully described, in recent decades the scientific community became aware of mitochondrial dysfunction as key aspects of PD pathogenesis. Mitochondria are organelle widely known for their physiological role in producing ATP as an energy source and regulating cell death. Moreover, they markedly differentiate from other organelles for having their own genome (mtDNA), which encodes 13 proteins for oxidative phosphorylation (OXPHOS) complexes, 22 tRNAs and two encodes for rRNAs. The mtDNA also contains non-coding regions, such as the displacement loop (D-loop), where are located the sequences for the initiation of replication and transcription. Hence, mtDNA variants can trigger mitochondrial dysfunction, which adversely affects the bioenergetic functions of cells, being even able to lead to neuronal death. In this context, the present project aims sequence the whole mitochondrial genome of PD patients and age-matched healthy individuals from the Brazilian Amazon and analyze the effect of mtDNA variants in the susceptibility to PD. To do so, were collected the total blood of 45 patients with PD and 42 individuals for the control group. The extraction of the total DNA was performed using theMagMAX™ DNA Multi-Sample Kit, and the mtDNA was amplified byPCRwith 33 specific pairs of primers, for subsequent sequencing in the MiSeq system. After sequencing, we performed the analysis of variants and levels of heteroplasmy in order to compare the case and control groups and investigate the influence of mitochondrial genetics on the development of PD",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB74357,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,cef2ba3e8cec5427,PRJDB13190,ena,genomics,Complete mitochondrial genome of Stereolepis doederleini,"We have sequenced the genome of Stereolepis doederleini from Sagami Bay, Japan to identify complete mitochondrial genome.",Stereolepis doederleini,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJDB13190,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,d30b16dd78521b76,PRJDB39143,ena,genomics,The mitochondrial genome hifi sequencing data of P. kangdingensis and P. ciliata (PRJCA044673),These are the raw HiFi sequencing data used for assembling the mitochondrial genomes of P. kangdingensis and P. ciliata.,Populus kangdingensis,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJDB39143,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,e266ee2178b94afa,PRJEB24465,ena,genomics,The linear mitochondrial genome of the quarantine chytrid Synchytrium endobioticum insights into the evolution and recent history of an obligate biotrophic plant pathogen,"Species of the Chytridiomycota, also known as chytrids, belong to a basal lineage in the fungal kingdom inhabiting terrestrial and aquatic environments. Most of the described chytrids are free-living saprophytes, but several species cause important diseases. Examples are Batrachochytrium dendrobatidis responsible for the world wide amphibian decline and Synchytrium endobioticum the causal agent of potato wart disease. Synchytrium endobioticum has an obligate biotrophic lifestyle and isolates can be differentiated based on their virulence on a differential set of potato cultivars, referred to as pathotypes. Quarantine measures have been implemented worldwide to control the disease and to prevent its spread. To determine taxonomical relationships, and to gain insights into the evolution and recent history of introductions of this plant pathogen we assembled and annotated the complete mitochondrial genome of S. endobioticum and generated mitochondrial genomes for five additional chytrid species. The mitochondrial genome of S. endobioticum pathotype 1(D1) strain MB42 is a linear 72,865 bp molecule with terminal inverted repeats that encodes 14 core genes typically found on fungal mitochondrial genomes. Based on single nucleotide polymorphisms the 30 S. endobioticum isolates sequenced could be clustered in four distinct mitochondrial lineages, indicating multiple introductions of the pest to the European main land. These lineages comprise different pathotypes suggesting that pathotypes 2(G1) and 6(O1) have emerged at least twice independently. Variations for polymorphic sites within a strain were observed demonstrating that S. endobioticum strains represent in fact a community of different genotypes. Such a community was shown to be complex and stable over time, but we also demonstrate that the population may shift rapidly based on selection for virulence on a specific R gene from the host.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJEB24465,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,f12349460c129cb9,PRJNA1073935,ena,genomics,Mitochondrial Genome Sequences of Diaporthe longicolla (syn. Phomopsis longicolla),"Phomopsis seed decay is one of the most devastating seed diseases and reduces soybean seed quality and yield worldwide. The disease is caused primarily by a seed-borne fungus, Diaporthe longicolla (syn. Phomopsis longicolla), but information about the genomic variation of the fungus is lacking. In this study, we analyzed the mitochondrial genome sequences of eight isolates of D. Longicolla from different states in the U.S.",Diaporthe longicolla,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1073935,2,1,0,,no_majority_requires_adjudication,,
G07,mitochondrial disease genome sequencing,genomics,disease=mitochondrial disease; assay=genome sequencing,f79213d7d1d2fc7e,PRJNA1030759,ena,genomics,The complete mitochondrial genome of Gnathostoma binucleatum,"Gnathostoma binucleatum (G. binucleatum) is a parasitic nematode that causes the zoonotic disease gnathostomiasis, which affects humans as well as other animals. Gnathostomiasis is transmitted through the ingestion of an infected intermediate host, such as a fish or a bird.The G. binucleatum parasite has a complex life cycle that involves multiple hosts and stages of development. Despite the public health importance of gnathostomiasis and the culprit G. binucleatum, relatively little is known about the molecular and genomic basis of the parasite's biology and pathogenicity, which is necessary for the development of effective control measures. Parasitic mitochondria can serve as a target for anti-parasitic drugs. A full characterization of a parasite's mtDNA is beneficial in the discovery and development of anti-parasitic drugs. However, only the mitochondrial gene cytochrome c oxidase subunit 1 (MT-CO1) of G. binucleatum has been characterized. Therefore, we present the full characterization of the G. binucleatum mitochondrial genome.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1030759,2,1,0,,no_majority_requires_adjudication,,
G08,long read sequencing structural variants,genomics,variant=structural variants; assay=long-read sequencing,63aa06de1eb57f84,S-EPMC4082283,biostudies-literature,Unknown,PBHoney: identifying genomic variants via long-read discordance and interrupted mapping.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC4082283,2,1,0,,no_majority_requires_adjudication,,
G08,long read sequencing structural variants,genomics,variant=structural variants; assay=long-read sequencing,c830f07af3b10ea2,PRJNA1206205,ena,metagenomics,Pooled long-read sequencing for structural variant characterization in schistosome populations,"Genetic diversity circulates in populations in multiple forms from single nucleotide variants to genome duplications. Population genetic studies frequently emphasize single nucleotide variants, small indels (<=50bp) occasionally, but typically neglect large structural variants (>50bp), despite the fact that structural variants impact disproportionately large portions of the genome and may have a large impact on phenotype. Here, we examined large structural variants circulating in five lab populations of the human parasite Schistosoma mansoni by generating long-read sequences from pools of worms. Using this method, we were able identify and genotype 17,446 SVs, representing 6.5% of the genome despite challenges in identifying low frequency variants. More than half (59%) of the SVs were shared between >=4 populations, but 12% were found in only one of the five populations. Within this subset, we identified 168 population-specific SVs that were at-or-near fixation in one population but missing (<5%) in the other four populations, and 5 of these variants directly impacted the coding sequence of 6 genes. We also identified 8 structural variants with extreme allele frequency differences between populations in genome regions associated with pathogen phenotypes. These results demonstrate that long-read sequence data from pooled individuals is a viable method to quickly catalogue structural variants circulating within populations and that some of these variants may be responsible for, or linked to regions experiencing, population-specific directional selection.",,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1206205,2,0,1,,no_majority_requires_adjudication,,
G09,prostate cancer genomics TCGA,genomics,disease=prostate cancer; source=TCGA; omics=genomics,9786de97349d498d,PRJNA416315,ena,metagenomics,Exfoliated single-cell genomics for assessing prostate cancer progression and treatment options,The goal of this project is to identify somatic copy number alterations among single cells isolated from urine and blood samples from prostate cancer patients.,Homo sapiens,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA416315,2,0,1,,no_majority_requires_adjudication,,
M04,Parkinson cerebrospinal fluid metabolomics,metabolomics,disease=Parkinson disease; material=CSF; omics=metabolomics,e6a56a79f143a08b,S-EPMC9482909,biostudies-literature,Unknown,Studying the Parkinson's disease metabolome and exposome in biological samples through different analytical and cheminformatics approaches: a pilot study.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC9482909,2,1,0,,no_majority_requires_adjudication,,
M04,Parkinson cerebrospinal fluid metabolomics,metabolomics,disease=Parkinson disease; material=CSF; omics=metabolomics,fe91268e2278e1e7,MTBLS100,metabolights,metabolomics,The Human Saliva Metabolome,"Saliva is composed of a variety of molecules that modulate the oral cavity. It is mainly composed of water (95%) and several minor components such as electrolytes, proteins, and low molecular weight compounds. It consists of metabolites from drinks, foods, drugs, environmental contaminants, and bacterial by-products. As part of the ongoing human metabolome project, the human cerebrospinal fluid metabolome, the human serum metabolome, and recently the human urine metabolome have been characterized. Unlike urine, serum, and cerebrospinal fluid, saliva metabolomics have not shown much progress. Therefore, the present study aims at characterizing the human saliva metabolome. In an attempt to understand saliva metabolomics, we have undertaken comprehensive multi analytical tools based quantitative metabolomics. The nuclear magnetic resonance (NMR) spectroscopy data is presented in this study.",,0,,,https://www.ebi.ac.uk/metabolights/MTBLS100,2,0,1,,no_majority_requires_adjudication,,
M04,Parkinson cerebrospinal fluid metabolomics,metabolomics,disease=Parkinson disease; material=CSF; omics=metabolomics,fe92c849cc4e90fa,S-EPMC6287824,biostudies-literature,Unknown,Metabolomic investigations in cerebrospinal fluid of Parkinson's disease.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC6287824,2,1,0,,no_majority_requires_adjudication,,
M05,breast cancer tissue metabolomics,metabolomics,disease=breast cancer; tissue=tumor; omics=metabolomics,5ee95536b1cd327f,MTBLS411,metabolights,metabolomics,Lactation-related metabolic mechanism investigated based on mammary gland metabolomics and 4 biofluids’ metabolomics relationships in dairy cows,"<p><strong>BACKGROUND:</strong> Lactation is extremely important for dairy cows; however, the understanding of the underlying metabolic mechanisms is very limited. This study was conducted to investigate the inherent metabolic patterns during lactation using the overall biofluid metabolomics and the metabolic differences from non-lactation periods, as determined using partial tissue-metabolomics. We analyzed the metabolomic profiles of four biofluids (rumen fluid, serum, milk and urine) and their relationships in six mid-lactation Holstein cows and compared their mammary gland (MG) metabolomic profiles with those of six non-lactating cows by using gas chromatography-time of flight/mass spectrometry. </p><p><strong>RESULTS:</strong> In total, 33 metabolites were shared among the four biofluids, and 274 metabolites were identified in the MG tissues. The sub-clusters of the hierarchical clustering analysis revealed that the rumen fluid and serum metabolomics profiles were grouped together and highly correlated but were separate from those for milk. Urine had the most different profile compared to the other three biofluids. Creatine was identified as the most different metabolite among the four biofluids (VIP=1.537). Five metabolic pathways, including gluconeogenesis, pyruvate metabolism, the tricarboxylic acid cycle (TCA cycle), glycerolipid metabolism, and aspartate metabolism, showed the most functional enrichment among the four biofluids (false discovery rate&lt;0.05, fold enrichment &gt;2). Clear discriminations were observed in the MG metabolomics profiles between the lactating and non-lactating cows, with 54 metabolites having a significantly higher abundance (P&lt;0.05, VIP&gt;1) in the lactation group. Lactobionic acid, citric acid, orotic acid and oxamide were extracted by the S-plot as potential biomarkers of the metabolic difference between lactation and non-lactation. The TCA cycle, glyoxylate and dicarboxylate metabolism, glutamate metabolism and glycine m",,0,,,https://www.ebi.ac.uk/metabolights/MTBLS411,2,0,1,,no_majority_requires_adjudication,,
MG01,crohn disease gut microbiome metagenomics,metagenomics,disease=Crohn disease; biome=intestine; omics=metagenomics,08603a967d005730,MGYS00002061,mgnify,metagenomics,EMG produced TPA metagenomics assembly of the Increased intestinal microbial diversity following fecal microbiota transplant for active Crohn''s disease (human gut metagenome) data set,The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA321058. This project includes samples from the following biomes : Human gut.,,52,,,https://www.ebi.ac.uk/metagenomics/studies/MGYS00002061,2,0,1,,no_majority_requires_adjudication,,
MG01,crohn disease gut microbiome metagenomics,metagenomics,disease=Crohn disease; biome=intestine; omics=metagenomics,4a7038b954881312,MGYS00000277,mgnify,metagenomics,Human Gut Microbiome in Crohn's Disease,"Inflammatory bowel diseases (IBD), such as Crohn’s disease, are chronic, immunologically mediated disorders that have severe medical consequences. The current hypothesis is that these diseases are due to an overly aggressive immune response to a subset of commensal enteric bacteria. Studies to date on IBD have suggested that the disorder may be caused by a combination of bacteria and host susceptibility; however the etiologies of these diseases remain an enigma.   In this application, we propose to develop and demonstrate the ability to profile Crohn’s disease at an unprecedented molecular level by elucidation of specific biomarkers (bacterial strains, genes, or proteins) that correlate to disease symptoms. To achieve this goal, we will employ a multidisciplinary approach based on metagenomic and metaproteomic molecular tools to elucidate the composition of the commensal microbiota in monozygotic twins that are either healthy or exhibit Crohn’s disease (for concordant, both are diseased; for discordant, one is healthy and one is diseased).   The central hypotheses of this proposal are (1) that specific members and/or functional activities of the gastrointestinal (GI) microbiota differ in patients with Crohn’s disease as compared to healthy individuals, and (2) that it will be possible to elucidate microbial signatures which correlate with the occurrence and progression of this disease by integration of data obtained from 16S rRNA-based molecular fingerprinting, metagenomics, and metaproteomics approaches. To address these hypotheses, three specific aims are proposed: 1) Obtain data on community gene content (metagenome) in a subset of healthy twins and twins with Crohn’s Disease to assess potential differences in the metabolic capabilities of the gut microbiota associated with CD, 2) Obtain data on community protein content (metaproteome) in a subset of healthy twins and twins with Crohn’s Disease to assess the state of expressed proteins associated with CD, 3) Appl",,19,,,https://www.ebi.ac.uk/metagenomics/studies/MGYS00000277,2,0,1,,no_majority_requires_adjudication,,
MG01,crohn disease gut microbiome metagenomics,metagenomics,disease=Crohn disease; biome=intestine; omics=metagenomics,adbd71ab5e0a1090,phs000257,dbgap,Genomic,Human Gut Microbiome in Crohn's Disease,"<p>Inflammatory bowel diseases (IBD), such as Crohn&#39;s disease, are chronic, immunologically mediated disorders that have severe medical consequences. The current hypothesis is that these diseases are due to an overly aggressive immune response to a subset of commensal enteric bacteria. Studies to date on IBD have suggested that the disorder may be caused by a combination of bacteria and host susceptibility; however the etiologies of these diseases remain an enigma. In this application, we propose to develop and demonstrate the ability to profile Crohn&#39;s disease at an unprecedented molecular level by elucidation of specific biomarkers (bacterial strains, genes, or proteins) that correlate to disease symptoms. To achieve this goal, we will employ a multidisciplinary approach based on metagenomic and metaproteomic molecular tools to elucidate the composition of the commensal microbiota in monozygotic twins that are either healthy or exhibit Crohn&#39;s disease (for concordant, both are diseased; for discordant, one is healthy and one is diseased). The central hypotheses of this proposal are (1) that specific members and/or functional activities of the gastrointestinal (GI) microbiota differ in patients with Crohn&#39;s disease as compared to healthy individuals, and (2) that it will be possible to elucidate microbial signatures which correlate with the occurrence and progression of this disease by integration of data obtained from 16S rRNA-based molecular fingerprinting, metagenomics, and metaproteomics approaches. To address these hypotheses, three specific aims are proposed: 1) Obtain data on community gene content (metagenome) in a subset of healthy twins and twins with Crohn&#39;s Disease to assess potential differences in the metabolic capabilities of the gut microbiota associated with CD, 2) Obtain data on community protein content (metaproteome) in a subset of healthy twins and twins with Crohn&#39;s Disease to assess the state of expressed proteins asso",,,,,https://www.omicsdi.org/dataset/dbgap/phs000257,2,0,1,,no_majority_requires_adjudication,,
MG03,coral reef bleaching metagenomics,metagenomics,condition=coral bleaching; biome=reef; omics=metagenomics,6ee462f1af522473,PRJNA1010003,ena,metagenomics,Coral microbiome of the 2020 mass coral bleaching event in Taiwan Raw sequence reads,"Tracking microbiome dynamics of three coral species (Montipora sp., Porites sp., and Stylophora sp.) in Taiwan following a bleaching event in 2020.",coral metagenome,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1010003,2,0,1,,no_majority_requires_adjudication,,
MG07,antibiotic treated mouse gut metagenomics,metagenomics,condition=antibiotic treatment; organism=mouse; omics=metagenomics,47cf79e854ca4ba4,PRJNA1079201,ena,metagenomics,RNAseq of the prefrontal cortex from a mouse depression model and gut microbiota analysis,"A mouse depression model was constructed using chronic unpredictable mild stress (CUMS) and then treated with a probiotic compound consisting of Bacillus coagulans and Clostridium butyricum. After treatment, RNAseq of the prefrontal cortex from different groups was performe, in addition to gut microbiota analysis based on 16s rRNA gene quencing.",Mus musculus,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA1079201,2,0,1,,no_majority_requires_adjudication,,
MG07,antibiotic treated mouse gut metagenomics,metagenomics,condition=antibiotic treatment; organism=mouse; omics=metagenomics,5e5f35eda92b0d55,MGYS00001193,mgnify,metagenomics,A Catalogue of the Mouse Gut Metagenome,"The importance of the gut microbiota for regulation of whole body metabolism, energy homeostasis, development of the immune system and even complex behavioural traits is well documented. The acquisition of comprehensive gene catalogues of the human gut metagenome using “next generation sequencing” has immensely advanced our insight into the complex metagenome-host genome interaction and the connection between common human diseases and the gut microbiota. Causal links are difficult to establish in humans, and therefore, mice still serve as important models for functional studies. We used HiSeq2000-based whole metagenome sequencing to establish a catalogue of 2.6 million non-redundant microbial genes from faecal samples of 184 mice representing different strains, fed different diets, obtained from different providers, and kept in different housing laboratories to secure high diversity and representation. Similar to the human gut microbiome, more than 99% of the genes in the catalogue were bacterial, suggesting that the mouse microbiota overall comprises between 800 and 900 bacterial species. A core mouse gut microbiome was defined at the genus level comprising 60 genera, 25 of which were shared with the core genera in the human gut microbiome. Although the mouse gut microbiome was functionally similar to its human counterpart, sharing 79.9% of its KEGG orthologous groups, only 4.0% of the mouse gut microbial genes were shared with those identified in human gut microbiome, emphasising the need for a specific mouse catalogue. We observed marked differences regarding provider, housing laboratory, strains, gender and feed, emphasizing the need for carefully controlled experimental conditions and caution comparing data from different laboratories.   As we have accounted for these factors in creating the catalogue, it provides a useful reference for future studies, including studies using short reads for comprehensive analyses of the mouse gut microbiome.",,184,,,https://www.ebi.ac.uk/metagenomics/studies/MGYS00001193,2,0,1,,no_majority_requires_adjudication,,
MG07,antibiotic treated mouse gut metagenomics,metagenomics,condition=antibiotic treatment; organism=mouse; omics=metagenomics,673a6e7417e9ae4f,PRJNA560178,ena,metagenomics,Effect of ampicillin and bacteriophages on the mouse gut microbiota after infection with Escherichia coli O157:H7,"Antibiotics have been crucial for the treatment of pathogenic bacteria. However, some drawbacks of this treatment have recently become apparent, including their indiscriminate activity against non-targeted species and the broad development of bacterial resistance. In this study, we compared the effects of antibiotic treatment and a bacteriophage cocktail targeting an infection of Escherichia coli O157:H7 administered orally to mice. We found that both treatments were effective at reducing the levels of E. coli O157:H7 in mouse feces. However, the gut microbiota of mice treated with the phages was less distorted and more closely resembled that of the control mice.",Mus musculus,0,,,https://www.ebi.ac.uk/ena/browser/view/PRJNA560178,2,0,1,,no_majority_requires_adjudication,,
MG07,antibiotic treated mouse gut metagenomics,metagenomics,condition=antibiotic treatment; organism=mouse; omics=metagenomics,f23a8c5b21bc5e87,MGYS00001225,mgnify,metagenomics,The Pig's other genome: a reference gene catalogue of the gut microbiome,"Pig is a main species for livestock and biomedicine. The pig genome sequence was recently reported. To boost research, we established a catalogue of the genes of the gut microbiome based on faecal samples of 287 pigs from France, Denmark and China. More than 7.6 million non-redundant genes representing 719 metagenomic species were identified by deep metagenome sequencing, highlighting more similarities with the human than with the mouse catalogue. The pig and human catalogues share only 12.6 and 9.3 % of their genes, respectively, but 70 and 95% of their functional pathways. The pig gut microbiota is influenced by gender, age and breed. Analysis of the prevalence of antibiotics resistance genes (ARGs) reflected antibiotics supplementation in each farm system, and revealed that non-antibiotics-fed animals still harbour ARGs. The pig catalogue creates a resource for whole metagenomics-based studies, highly valuable for research in biomedicine and for sustainable knowledge-based pig farming.",,295,,,https://www.ebi.ac.uk/metagenomics/studies/MGYS00001225,2,0,1,,no_majority_requires_adjudication,,
MG07,antibiotic treated mouse gut metagenomics,metagenomics,condition=antibiotic treatment; organism=mouse; omics=metagenomics,f85ca8c691a84e03,MGYS00005220,mgnify,metagenomics,16s rRNA sequencing of mice fecal microbiota,Mouse gut microbiota diversity under conditions of different feed was sequenced using a HiSeq 2500 platform.,,620,,,https://www.ebi.ac.uk/metagenomics/studies/MGYS00005220,2,0,1,,no_majority_requires_adjudication,,
MO04,lung cancer proteogenomics CPTAC,multi_omics,disease=lung cancer; source=CPTAC; omics=proteogenomics,32e900f968b4108a,PDC000564,cptac,proteomics,Academia Sinica LUAD ICPC-B - Phosphoproteome,Lung Adenocarcinoma;Lung Squamous Cell Carcinoma;Other phosphoproteome using TMT10 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,127,Lung Adenocarcinoma;Lung Squamous Cell Carcinoma;Other,Lung,https://pdc.cancer.gov/pdc/study/PDC000564,2,1,0,,no_majority_requires_adjudication,,
MO04,lung cancer proteogenomics CPTAC,multi_omics,disease=lung cancer; source=CPTAC; omics=proteogenomics,fd8bd8bca3710827,PDC000563,cptac,proteomics,Academia Sinica LUAD ICPC-B - Proteome,Lung Adenocarcinoma;Lung Squamous Cell Carcinoma;Other proteome using TMT10 from International Cancer Proteogenome Consortium proteomics study,Homo sapiens,127,Lung Adenocarcinoma;Lung Squamous Cell Carcinoma;Other,Lung,https://pdc.cancer.gov/pdc/study/PDC000563,2,1,0,,no_majority_requires_adjudication,,
MO05,Alzheimer multi-omics brain proteogenomics,multi_omics,disease=Alzheimer disease; tissue=brain; omics=multi-omics,3537b2641d1d9ac8,84ce6837-548d-4a1f-919f-0bc0d9a3952f,cellxgene,single_cell,Population-scale cross-disorder atlas of the human prefrontal cortex at single-cell resolution,"Neurodegenerative diseases and serious mental illnesses often exhibit overlapping characteristics, highlighting the potential for shared underlying mechanisms. To facilitate a deeper understanding of these diseases and pave the way for more effective treatments, we have generated a population-scale multi-omics dataset consisting of genotype and single-nucleus transcriptome data from the prefrontal cortex of frozen human brain specimens. Encompassing over 6.3 million nuclei from 1,494 donors, our dataset represents a diverse range of neurodegenerative and serious mental illnesses, including Alzheimer's and Parkinson’s diseases, schizophrenia, bipolar disorder and diffuse Lewy body dementia, as well as neurotypical controls. Notably, 48% of all donors displayed neuropsychiatric symptoms, while over 21% received multiple diagnoses. The dataset presents an unprecedented opportunity to investigate both common and distinct molecular pathways spanning a range of brain-related disorders. We have performed stringent preprocessing and quality controls, ensuring the reliability and usability of the data. As a commitment to fostering collaborative research, we provide this valuable resource as an online repository, enabling widespread analyses across the scientific community.",Homo sapiens,0,,,https://cellxgene.cziscience.com/collections/84ce6837-548d-4a1f-919f-0bc0d9a3952f,2,1,0,,no_majority_requires_adjudication,,
MO08,IBD microbiome metabolome multi-omics,multi_omics,disease=IBD; modalities=microbiome and metabolome,24bd9a981a647e7d,S-EPMC10543339,biostudies-literature,Unknown,Multi-omics analysis reveals the interaction of gut microbiome and host microRNAs in ulcerative colitis.,,,,,,https://www.omicsdi.org/dataset/biostudies-literature/S-EPMC10543339,2,1,0,,no_majority_requires_adjudication,,
P04,liver cancer phosphoproteomics,proteomics,disease=liver cancer; omics=phosphoproteomics,95015682d3a75e7d,PXD043633,iprox,Proteomics,HAT1-meidated phosphoproteomics liver tissues,Phosphoproteomics in liver tissues of WT and Hat1-/-mice,Mus Musculus,,,,https://www.omicsdi.org/dataset/iprox/PXD043633,2,0,1,,no_majority_requires_adjudication,,
P04,liver cancer phosphoproteomics,proteomics,disease=liver cancer; omics=phosphoproteomics,99f7f19e3967f61c,PXD048988,jpost,Proteomics,"Proteome and Phosphoproteome of colorectal cancer liver metastases (CRLM), phosphoproteomics of AZD6482 treated CRC cell lines, phosphoproteomics of copanlisib treated xenograft","The research focuses on the longitudinal analysis of phosphoproteomic profiles in patients with recurrent colorectal liver metastases. Twenty-four individuals who underwent initial and recurrent resections for colorectal liver metastases participated in the study. Tissue samples were systematically collected throughout the treatment period from the liver metastases and normal liver tissue of each of the 24 patients at two timepoints. To validate the therapeutic candidate, we conducted a phosphoproteomics analysis of cell lines treated with AZD6482 and xenograft samples treated with copanlisib. The analysis aimed to assess the pharmacological effects of these treatments.",Homo Sapiens (human),,,,https://www.omicsdi.org/dataset/jpost/PXD048988,2,0,1,,no_majority_requires_adjudication,,
P04,liver cancer phosphoproteomics,proteomics,disease=liver cancer; omics=phosphoproteomics,a2579d98c2fdc8cf,PXD023665,pride,Proteomics,Feasibility of phosphoproteomics on left-over sample after RNA extraction (RNA-Bee),"In daily practice biomolecules are usually extracted with their own specific protocols for downstream omics analysis. However, when sample material is limited, an all-in-one strategy is preferable. DNA, RNA and proteins can be isolated with phenol guanidine thiocyanate based extraction, yet lysis with Urea is the accepted standard for phosphoproteomic applications. Here we compared Urea with RNA-Bee mediated protein extraction for use in mass spectrometry (MS) based phosphoproteomics analysis of cells and tissues. We profile the DNA damage response after ionizing irradiation of U2OS cells as proof of principle for cultured human cells as well as mouse liver and three different human tissues. We show high overlap and similarity of phosphosite data and kinase activity for RNA-bee extraction when compared to standard Urea approach. Phenol guanidine thiocyanate lysis might thus be an appropriate way for multi-omics or MS profiling workflows in order to obtain several data types from a single sample.",Homo sapiens (Human); Mus musculus (Mouse),,,,https://www.omicsdi.org/dataset/pride/PXD023665,2,0,1,,no_majority_requires_adjudication,,
